yelp_alias,title,parent_aliases,naics6,naics3,naics_title,urgency,ticket_band,maturity
speechtraining,Speech Training,['specialtyschools'],,,,0.5,mid,established
spermclinic,Sperm Clinic,['health'],,,,0.5,mid,established
spinclasses,Spin Classes,['active'],,,,0.5,mid,established
spinesurgeons,Spine Surgeons,['physicians'],,,,0.5,mid,established
spiritism,Spiritism,['religiousorgs'],,,,0.5,mid,established
spiritual_shop,Spiritual Shop,['shopping'],,,,0.5,mid,established
sport_equipment_hire,Sport Equipment Hire,['active'],,,,0.5,mid,established
sportgoods,Sporting Goods,['shopping'],,,,0.5,mid,established
sports_clubs,Sports Clubs,['active'],,,,0.5,mid,established
sportsbars,Sports Bars,['bars'],,,,0.5,mid,established
sportsbetting,Sports Betting,['arts'],,,,0.5,mid,established
sportsmed,Sports Medicine,['physicians'],,,,0.5,mid,established
sportspsychologists,Sports Psychologists,['c_and_mh'],,,,0.5,mid,established
sportsteams,Professional Sports Teams,['arts'],,,,0.5,mid,established
sportswear,Sports Wear,"['fashion', 'sportgoods']",,,,0.5,mid,established
spraytanning,Spray Tanning,['tanning'],,,,0.5,mid,established
squash,Squash,['active'],,,,0.5,mid,established
srilankan,Sri Lankan,['restaurants'],,,,0.5,mid,established
stadiumsarenas,Stadiums & Arenas,['arts'],,,,0.5,mid,established
stationery,Cards & Stationery,"['eventservices', 'artsandcrafts', 'flowers']",,,,0.5,mid,established
steak,Steakhouses,['restaurants'],,,,0.5,mid,established
stereo_installation,Car Stereo Installation,['auto'],,,,0.5,mid,established
stockings,Stockings,['fashion'],,,,0.5,mid,established
stonemasons,Stonemasons,['localservices'],,,,0.5,mid,established
streetart,Street Art,['arts'],,,,0.5,mid,established
streetvendors,Street Vendors,['food'],,,,0.5,mid,established
stripclubs,Strip Clubs,['adultentertainment'],,,,0.5,mid,established
stripteasedancers,Striptease Dancers,['adultentertainment'],,,,0.5,mid,established
structuralengineers,Structural Engineers,['homeservices'],,,,0.5,mid,established
stucco,Stucco Services,['homeservices'],,,,0.5,mid,established
studiotaping,Studio Taping,['arts'],,,,0.5,mid,established
sud_ouest,French Southwest,['restaurants'],,,,0.5,mid,established
sugaring,Sugaring,['hairremoval'],,,,0.5,mid,established
sugarshacks,Sugar Shacks,['food'],,,,0.5,mid,established
sukiyaki,Sukiyaki,['japanese'],,,,0.5,mid,established
summer_camps,Summer Camps,['active'],,,,0.5,mid,established
sunglasses,Sunglasses,['opticians'],,,,0.5,mid,established
supperclubs,Supper Clubs,['restaurants'],,,,0.5,mid,established
suppliesrestaurant,Restaurant Supplies,['wholesalers'],,,,0.5,mid,established
surfing,Surfing,['active'],,,,0.5,mid,established
surflifesaving,Surf Lifesaving,['active'],,,,0.5,mid,established
surfschools,Surf Schools,['specialtyschools'],,,,0.5,mid,established
surfshop,Surf Shop,['fashion'],,,,0.5,mid,established
surgeons,Surgeons,['physicians'],,,,0.5,mid,established
sushi,Sushi Bars,['restaurants'],,,,0.5,mid,established
swabian,Swabian,['restaurants'],,,,0.5,mid,established
swedish,Swedish,['restaurants'],,,,0.5,mid,established
swimminglessons,Swimming Lessons/Schools,"['fitness', 'specialtyschools']",,,,0.5,mid,established
swimmingpools,Swimming Pools,['active'],,,,0.5,mid,established
swimwear,Swimwear,['fashion'],,,,0.5,mid,established
swissfood,Swiss Food,['restaurants'],,,,0.5,mid,established
synagogues,Synagogues,['religiousorgs'],,,,0.5,mid,established
syrian,Syrian,['restaurants'],,,,0.5,mid,established
szechuan,Szechuan,['chinese'],,,,0.5,mid,established
tabac,Tabac,['bars'],,,,0.5,mid,established
tabernas,Tabernas,['restaurants'],,,,0.5,mid,established
tablaoflamenco,Tablao Flamenco,['arts'],,,,0.5,mid,established
tabletopgames,Tabletop Games,['shopping'],,,,0.5,mid,established
tableware,Tableware,['homeandgarden'],,,,0.5,mid,established
tacos,Tacos,['mexican'],,,,0.5,mid,established
taekwondo,Taekwondo,['martialarts'],,,,0.5,mid,established
taichi,Tai Chi,['fitness'],,,,0.5,mid,established
taiwanese,Taiwanese,['restaurants'],,,,0.5,mid,established
taiyaki,Taiyaki,['jpsweets'],,,,0.5,mid,established
takoyaki,Takoyaki,['japanese'],,,,0.5,mid,established
talentagencies,Talent Agencies,['professional'],,,,0.5,mid,established
tamales,Tamales,['mexican'],,,,0.5,mid,established
tanning,Tanning,['beautysvc'],,,,0.5,mid,established
tanningbeds,Tanning Beds,['tanning'],,,,0.5,mid,established
taoisttemples,Taoist Temples,['religiousorgs'],,,,0.5,mid,established
tapas,Tapas Bars,['restaurants'],,,,0.5,mid,established
tapasmallplates,Tapas/Small Plates,['restaurants'],,,,0.5,mid,established
tastingclasses,Tasting Classes,['education'],,,,0.5,mid,established
tattoo,Tattoo,['beautysvc'],,,,0.5,mid,established
tattooremoval,Tattoo Removal,['physicians'],,,,0.5,mid,established
tavolacalda,Tavola Calda,['restaurants'],,,,0.5,mid,established
taxidermy,Taxidermy,['professional'],,,,0.5,mid,established
taxis,Taxis,['transport'],,,,0.5,mid,established
taxlaw,Tax Law,['lawyers'],,,,0.5,mid,established
taxoffice,Tax Office,['publicservicesgovt'],,,,0.5,mid,established
taxservices,Tax Services,['financialservices'],,,,0.5,mid,established
tcm,Traditional Chinese Medicine,['health'],,,,0.5,mid,established
tea,Tea Rooms,['food'],,,,0.5,mid,established
teachersupplies,Teacher Supplies,['shopping'],,,,0.5,mid,established
teambuilding,Team Building Activities,['eventservices'],,,,0.5,mid,established
teethwhitening,Teeth Whitening,['beautysvc'],,,,0.5,mid,established
telecommunications,Telecommunications,['itservices'],,,,0.5,mid,established
televisionserviceproviders,Television Service Providers,['homeservices'],,,,0.5,mid,established
televisionstations,Television Stations,['massmedia'],,,,0.5,mid,established
tempura,Tempura,['japanese'],,,,0.5,mid,established
tenantlaw,Tenant and Eviction Law,['professional'],,,,0.5,mid,established
tennis,Tennis,['active'],,,,0.5,mid,established
teochew,Teochew,['chinese'],,,,0.5,mid,established
teppanyaki,Teppanyaki,['japanese'],,,,0.5,mid,established
testprep,Test Preparation,['education'],,,,0.5,mid,established
tex-mex,Tex-Mex,['restaurants'],,,,0.5,mid,established
thai,Thai,['restaurants'],,,,0.5,mid,established
theater,Performing Arts,['arts'],,,,0.5,mid,established
themedcafes,Themed Cafes,['cafes'],,,,0.5,mid,established
threadingservices,Threading Services,['hairremoval'],,,,0.5,mid,established
thrift_stores,Thrift Stores,['shopping'],,,,0.5,mid,established
tickets,Tickets,['shopping'],,,,0.5,mid,established
ticketsales,Ticket Sales,['arts'],,,,0.5,mid,established
tikibars,Tiki Bars,['bars'],,,,0.5,mid,established
tiling,Tiling,['homeservices'],,,,0.5,mid,established
tires,Tires,['auto'],,,,0.5,mid,established
titleloans,Title Loans,['financialservices'],,,,0.5,mid,established
tobaccoshops,Tobacco Shops,['shopping'],,,,0.5,mid,established
tofu,Tofu Shops,['gourmet'],,,,0.5,mid,established
tonkatsu,Tonkatsu,['japanese'],,,,0.5,mid,established
torshi,Torshi,['food'],,,,0.5,mid,established
tortillas,Tortillas,['food'],,,,0.5,mid,established
tours,Tours,['hotelstravel'],,,,0.5,mid,established
towing,Towing,['auto'],,,,0.5,mid,established
towncarservice,Town Car Service,['transport'],,,,0.5,mid,established
townhall,Town Hall,['publicservicesgovt'],,,,0.5,mid,established
toxicologists,Toxicologists,['physicians'],,,,0.5,mid,established
toys,Toy Stores,['shopping'],,,,0.5,mid,established
tradamerican,American,['restaurants'],,,,0.5,mid,established
tradclothing,Traditional Clothing,['fashion'],,,,0.5,mid,established
tradefairs,Trade Fairs,['festivals'],,,,0.5,mid,established
traditional_swedish,Traditional Swedish,['restaurants'],,,,0.5,mid,established
trafficschools,Traffic Schools,['specialtyschools'],,,,0.5,mid,established
trafficticketinglaw,Traffic Ticketing Law,['lawyers'],,,,0.5,mid,established
trailerdealers,Trailer Dealers,['auto'],,,,0.5,mid,established
trailerrental,Trailer Rental,['auto'],,,,0.5,mid,established
trailerrepair,Trailer Repair,['auto'],,,,0.5,mid,established
trains,Trains,['transport'],,,,0.5,mid,established
trainstations,Train Stations,['hotelstravel'],,,,0.5,mid,established
trampoline,Trampoline Parks,['active'],,,,0.5,mid,established
translationservices,Translation Services,['professional'],,,,0.5,mid,established
transmissionrepair,Transmission Repair,['auto'],,,,0.5,mid,established
transport,Transportation,['hotelstravel'],,,,0.5,mid,established
tras_os_montes,Tras-os-Montes,['portuguese'],,,,0.5,mid,established
trattorie,Trattorie,['restaurants'],,,,0.5,mid,established
travelagents,Travel Agents,['travelservices'],,,,0.5,mid,established
travelservices,Travel Services,['hotelstravel'],,,,0.5,mid,established
treeservices,Tree Services,['homeservices'],,,,0.5,mid,established
trinidadian,Trinidadian,['caribbean'],,,,0.5,mid,established
triviahosts,Trivia Hosts,['eventservices'],,,,0.5,mid,established
trophyshops,Trophy Shops,['shopping'],,,,0.5,mid,established
tropicalmedicine,Tropical Medicine,['physicians'],,,,0.5,mid,established
truck_rental,Truck Rental,['auto'],,,,0.5,mid,established
truckdealers,Commercial Truck Dealers,['auto'],,,,0.5,mid,established
truckrepair,Commercial Truck Repair,['auto'],,,,0.5,mid,established
tubing,Tubing,['active'],,,,0.5,mid,established
tuina,Tui Na,['tcm'],,,,0.5,mid,established
turkish,Turkish,['restaurants'],,,,0.5,mid,established
turkishravioli,Turkish Ravioli,['turkish'],,,,0.5,mid,established
tuscan,Tuscan,['italian'],,,,0.5,mid,established
tutoring,Tutoring Centers,['education'],,,,0.5,mid,established
tvmounting,TV Mounting,['localservices'],,,,0.5,mid,established
udon,Udon,['japanese'],,,,0.5,mid,established
ukrainian,Ukrainian,['restaurants'],,,,0.5,mid,established
ultrasoundimagingcenters,Ultrasound Imaging Centers,['health'],,,,0.5,mid,established
unagi,Unagi,['japanese'],,,,0.5,mid,established
underseamedicine,Undersea/Hyperbaric Medicine,['physicians'],,,,0.5,mid,established
uniforms,Uniforms,['shopping'],,,,0.5,mid,established
university_housing,University Housing,['realestate'],,,,0.5,mid,established
unofficialyelpevents,Unofficial Yelp Events,['localflavor'],,,,0.5,mid,established
urgent_care,Urgent Care,['health'],,,,0.5,mid,established
urologists,Urologists,['physicians'],,,,0.5,mid,established
usedbooks,Used Bookstore,['shopping'],,,,0.5,mid,established
usedcardealers,Used Car Dealers,['auto'],,,,0.5,mid,established
utilities,Utilities,['homeservices'],,,,0.5,mid,established
uzbek,Uzbek,['restaurants'],,,,0.5,mid,established
vacation_rentals,Vacation Rentals,['hotelstravel'],,,,0.5,mid,established
vacationrentalagents,Vacation Rental Agents,['hotelstravel'],,,,0.5,mid,established
valetservices,Valet Services,['eventservices'],,,,0.5,mid,established
vapeshops,Vape Shops,['shopping'],,,,0.5,mid,established
vascularmedicine,Vascular Medicine,['physicians'],,,,0.5,mid,established
vegan,Vegan,['restaurants'],,,,0.5,mid,established
vegetarian,Vegetarian,['restaurants'],,,,0.5,mid,established
vehicleshipping,Vehicle Shipping,['auto'],,,,0.5,mid,established
vehiclewraps,Vehicle Wraps,['auto'],,,,0.5,mid,established
venetian,Venetian,['italian'],,,,0.5,mid,established
venezuelan,Venezuelan,['latin'],,,,0.5,mid,established
venison,Venison,['restaurants'],,,,0.5,mid,established
venues,Venues & Event Spaces,['eventservices'],,,,0.5,mid,established
vermouthbars,Vermouth Bars,['bars'],,,,0.5,mid,established
vet,Veterinarians,['pets'],,,,0.5,mid,established
veteransorganizations,Veterans Organizations,['social_clubs'],,,,0.5,mid,established
videoandgames,Videos & Video Game Rental,['media'],,,,0.5,mid,established
videofilmproductions,Video/Film Production,['professional'],,,,0.5,mid,established
videogamestores,Video Game Stores,['media'],,,,0.5,mid,established
videographers,Videographers,['eventservices'],,,,0.5,mid,established
vietnamese,Vietnamese,['restaurants'],,,,0.5,mid,established
vintage,"Used, Vintage & Consignment",['fashion'],,,,0.5,mid,established
vinyl_records,Vinyl Records,['media'],,,,0.5,mid,established
vinylsiding,Siding,['homeservices'],,,,0.5,mid,established
virtualrealitycenters,Virtual Reality Centers,['arts'],,,,0.5,mid,established
visitorcenters,Visitor Centers,['travelservices'],,,,0.5,mid,established
vitaminssupplements,Vitamins & Supplements,['shopping'],,,,0.5,mid,established
vocalcoach,Vocal Coach,['musicinstrumentservices'],,,,0.5,mid,established
vocation,Vocational & Technical School,['specialtyschools'],,,,0.5,mid,established
volleyball,Volleyball,['active'],,,,0.5,mid,established
waffles,Waffles,['restaurants'],,,,0.5,mid,established
waldorfschools,Waldorf Schools,['education'],,,,0.5,mid,established
walkinclinics,Walk-in Clinics,['medcenters'],,,,0.5,mid,established
walkingtours,Walking Tours,['tours'],,,,0.5,mid,established
wallpapering,Wallpapering,['homeservices'],,,,0.5,mid,established
watch_repair,Watch Repair,['localservices'],,,,0.5,mid,established
watches,Watches,['shopping'],,,,0.5,mid,established
waterdelivery,Water Delivery,['localservices'],,,,0.5,mid,established
waterheaterinstallrepair,Water Heater Installation/Repair,['homeservices'],,,,0.5,mid,established
waterparks,Water Parks,['active'],,,,0.5,mid,established
waterproofing,Waterproofing,['homeservices'],,,,0.5,mid,established
waterpurification,Water Purification Services,['homeservices'],,,,0.5,mid,established
waterstores,Water Stores,['food'],,,,0.5,mid,established
watersuppliers,Water Suppliers,['utilities'],,,,0.5,mid,established
watertaxis,Water Taxis,['transport'],,,,0.5,mid,established
waxing,Waxing,['hairremoval'],,,,0.5,mid,established
web_design,Web Design,['professional'],,,,0.5,mid,established
wedding_planning,Wedding Planning,['eventservices'],,,,0.5,mid,established
weddingchappels,Wedding Chapels,['eventservices'],,,,0.5,mid,established
weightlosscenters,Weight Loss Centers,['health'],,,,0.5,mid,established
welldrilling,Well Drilling,['localservices'],,,,0.5,mid,established
westernjapanese,Western Style Japanese Food,['japanese'],,,,0.5,mid,established
whalewatchingtours,Whale Watching Tours,['tours'],,,,0.5,mid,established
wheelrimrepair,Wheel & Rim Repair,['auto'],,,,0.5,mid,established
whiskeybars,Whiskey Bars,['bars'],,,,0.5,mid,established
wholesale_stores,Wholesale Stores,['shopping'],,,,0.5,mid,established
wholesalers,Wholesalers,['professional'],,,,0.5,mid,established
wigs,Wigs,['shopping'],,,,0.5,mid,established
wildlifecontrol,Wildlife Control,['localservices'],,,,0.5,mid,established
wildlifehunting,Wildlife Hunting Ranges,['active'],,,,0.5,mid,established
willstrustsprobates,"Wills, Trusts, & Probates",['estateplanning'],,,,0.5,mid,established
windowsinstallation,Windows Installation,['homeservices'],,,,0.5,mid,established
windowwashing,Window Washing,['homeservices'],,,,0.5,mid,established
windshieldinstallrepair,Windshield Installation & Repair,['auto'],,,,0.5,mid,established
wine_bars,Wine Bars,['bars'],,,,0.5,mid,established
wineries,Wineries,"['arts', 'food']",,,,0.5,mid,established
winetasteclasses,Wine Tasting Classes,['tastingclasses'],,,,0.5,mid,established
winetastingroom,Wine Tasting Room,['wineries'],,,,0.5,mid,established
winetours,Wine Tours,['tours'],,,,0.5,mid,established
wok,Wok,['restaurants'],,,,0.5,mid,established
womenscloth,Women's Clothing,['fashion'],,,,0.5,mid,established
workerscomplaw,Workers Compensation Law,['lawyers'],,,,0.5,mid,established
wraps,Wraps,['restaurants'],,,,0.5,mid,established
xmasmarkets,Christmas Markets,['festivals'],,,,0.5,mid,established
yakiniku,Yakiniku,['japanese'],,,,0.5,mid,established
yakitori,Yakitori,['japanese'],,,,0.5,mid,established
yelpevents,Yelp Events,['localflavor'],,,,0.5,mid,established
yoga,Yoga,['fitness'],,,,0.5,mid,established
youth_club,Youth Club,['localservices'],,,,0.5,mid,established
yucatan,Yucatan,['mexican'],,,,0.5,mid,established
yugoslav,Yugoslav,['restaurants'],,,,0.5,mid,established
zapiekanka,Zapiekanka,['food'],,,,0.5,mid,established
zipline,Ziplining,['active'],,,,0.5,mid,established
zoos,Zoos,['active'],,,,0.5,mid,established
zorbing,Zorbing,['active'],,,,0.5,mid,established
